5000029,99001,99036,99037,-1,-1,1010373,-1,1010383,1010403,1010383,1010413,1010413,-1,1010383,-1,1010033,1010393,1010383,1010393,1010423,1010493,1010423
5000030,99001,99036,99037,-1,1010433,1010433,1010433,1010443,-1,1010443,1010443,1010473,1010443,1010453,1010473,1010453,1010483,-1,1010483,1010506,1010493,1010507
5000031,99001,99032,99021,-1,1010024,-1,1010024,1010054,1010064,1010054,1010034,1010044,-1,1010064,1010054,1010064,1010024,1010034,1010024,1010044,1010074,1010064
5000032,99001,99026,99027,-1,1010204,1010204,-1,1010244,1010214,1010244,1010214,-1,1010204,1010224,1010244,1010224,1010214,-1,1010214,1010254,1010508,1010254
5000033,99001,99020,99021,-1,1010354,1010354,1010354,-1,-1,1010354,1010354,-1,1010354,1010354,1010354,1010364,1010364,1010354,1010364,1010354,1010354,1010354
5000034,99001,99020,99021,-1,1010364,1010354,1010364,-1,1010354,-1,1010354,1010354,1010354,1010364,1010354,1010364,1010354,1010354,1010354,1010364,1010364,1010364
5000035,99001,99032,99019,-1,1010094,1010084,1010094,1010104,-1,1010104,1010024,-1,1010024,1010114,1010074,1010114,1010134,1010144,1010134,1010034,1010074,1010034
5000036,99001,99016,99017,-1,1010434,1010444,1010434,-1,1010454,-1,1010444,1010474,1010444,-1,1010474,-1,1010444,1010454,1010444,1010484,1010509,1010484
5000037,99001,99016,99017,-1,1010374,-1,1010374,1010414,1010414,-1,1010404,-1,1010404,1010374,1010394,1010374,-1,1010404,-1,1010394,1010510,1010394
5000038,99001,99016,99017,-1,-1,-1,1010374,1010444,1010444,1010374,1010464,1010464,-1,1010414,1010474,1010414,1010394,1010511,1010394,1010464,1010494,1010464
5000039,99001,99016,99019,-1,1010464,-1,1010464,1010394,-1,-1,1010414,1010474,1010414,-1,1010394,1010464,1010484,1010511,1010484,1010424,1010494,1010424
5000040,99001,99016,99019,-1,1010434,1010384,1010434,1010404,-1,1010404,1010414,-1,1010414,1010444,1010394,1010444,1010394,1010474,1010394,1010464,1010484,1010464
5000041,99001,99012,99013,-1,-1,-1,1010205,1010005,1010005,1010005,1010205,-1,1010205,1010005,1010005,1010005,1010005,1010205,1010005,1010005,1010255,1010215
5000042,99001,99010,99011,-1,1010105,1010085,-1,1010135,-1,1010135,1010135,1010145,1010135,1010175,-1,1010175,1010155,1010145,1010155,1010135,1010195,1010135
5000043,99001,99012,99013,-1,1010205,-1,1010225,1010245,1010235,1010235,1010225,1010225,-1,1010245,1010255,1010245,1010205,1010205,1010215,1010235,1010245,1010235
5000044,99001,99012,99013,-1,-1,1010205,1010205,1010255,-1,1010255,1010215,1010215,-1,1010235,1010225,1010235,1010225,-1,1010225,1010245,1010255,1010245
5000045,99001,99026,99027,-1,1010355,1010355,1010355,-1,1010355,-1,-1,-1,1010355,1010355,1010365,1010365,1010365,1010355,1010365,1010355,1010365,1010355
5000046,99001,99026,99027,-1,1010355,1010085,-1,-1,1010125,1010355,1010085,1010085,1010085,1010365,-1,1010135,1010135,1010365,1010135,1010115,1010105,1010115
5000047,99001,99004,99005,-1,1010005,-1,-1,-1,1010005,1010005,-1,1010005,1010005,1010255,1010245,1010255,1010225,1010005,1010225,1010005,1010255,1010005
5000048,99001,99028,99029,-1,1010445,1010445,1010475,-1,-1,1010475,1010405,-1,1010405,-1,1010385,1010385,1010415,1010512,1010465,1010465,1010495,1010415
5000049,99001,99030,99031,-1,1010375,1010455,1010375,1010445,-1,1010445,-1,1010405,1010405,1010475,1010395,1010475,1010465,1010512,1010475,1010395,1010495,1010395
5000050,99001,99028,99029,-1,1010375,1010375,-1,-1,1010435,1010435,1010405,1010415,1010405,1010445,1010445,-1,1010425,1010512,1010425,1010485,1010495,1010485
5000051,99001,99026,99027,-1,1010206,1010206,-1,1010236,-1,1010236,1010216,1010216,-1,1010256,1010246,1010256,1010206,1010226,1010206,1010246,1010513,1010246
5000052,99001,99008,99009,-1,1010096,1010086,1010096,-1,1010106,-1,1010106,-1,1010106,1010116,1010126,1010116,1010086,1010086,1010086,1010136,1010096,1010136
5000053,99001,99030,99031,-1,-1,1010376,-1,1010386,1010376,1010386,-1,-1,1010416,1010406,1010406,1010446,1010416,-1,1010416,1010426,1010514,1010396
5000054,99001,99016,99017,-1,1010206,1010206,-1,1010236,1010216,1010236,1010226,1010206,1010226,1010216,1010246,1010216,1010216,1010216,1010206,1010246,1010256,1010246
5000055,99001,99016,99017,-1,1010206,1010216,1010206,1010006,-1,1010006,1010006,1010216,1010006,1010226,1010246,1010226,1010216,1010226,1010216,1010006,1010256,1010006
5000056,99001,99016,99017,-1,-1,1010156,1010156,1010146,1010176,1010176,-1,1010146,1010166,1010166,1010156,1010176,1010176,1010206,1010176,1010166,1010196,1010166
5000057,99001,99016,99017,-1,1010006,1010146,1010006,-1,1010186,-1,-1,1010146,1010176,1010006,1010186,1010006,1010006,1010146,1010006,1010166,1010196,1010186
5000058,99001,99016,99017,-1,-1,1010146,1010166,-1,1010006,1010006,1010146,1010176,1010146,-1,1010166,-1,1010146,1010176,1010146,1010006,1010076,1010006
5000059,99001,99016,99017,-1,1010006,1010006,1010006,1010006,-1,-1,-1,-1,1010006,1010006,1010156,1010156,1010006,1010196,1010196,1010186,1010166,1010186
5000060,99001,99016,99017,-1,1010026,-1,1010056,1010056,-1,1010056,-1,1010026,-1,1010046,1010066,1010046,1010056,1010026,1010026,1010066,1010076,1010046
5000061,99001,99032,99033,-1,-1,1010207,1010227,-1,1010257,1010257,-1,1010277,1010277,1010237,1010247,1010237,1010277,1010277,1010257,1010257,1010287,1010247
5000062,99001,99032,99033,-1,-1,1010097,1010097,-1,1010137,-1,1010117,1010087,1010087,1010097,1010097,-1,1010137,1010087,1010137,1010127,1010137,1010107
5000063,99001,99012,99013,-1,1010157,-1,1010157,1010177,1010147,1010177,1010167,-1,1010167,1010187,1010147,1010187,1010147,1010147,1010167,1010187,1010197,1010157
5000064,99001,99004,99005,-1,-1,1010217,1010217,1010227,1010227,-1,-1,1010207,1010207,1010237,1010247,1010237,1010217,1010207,1010217,1010227,1010257,1010227
5000065,99001,99004,99005,-1,-1,1010227,1010237,1010237,1010227,-1,1010207,1010217,-1,-1,1010207,1010217,1010207,1010227,1010207,1010247,1010257,1010247
5000066,99001,99008,99009,-1,1010097,1010097,1010097,-1,1010117,-1,1010087,1010097,1010087,1010107,1010137,1010107,1010097,1010097,1010137,1010127,1010197,1010137
5000067,99001,99004,99005,-1,1010237,-1,-1,1010217,1010247,1010217,1010227,1010207,1010227,-1,1010217,1010217,1010227,1010217,1010217,1010237,1010257,1010247
5000068,99001,99008,99009,-1,1010087,1010107,1010107,1010097,1010097,1010127,1010087,1010127,1010087,1010097,1010127,1010097,1010087,1010087,1010087,1010117,1010137,1010127
5000069,99001,99032,99019,-1,-1,1010147,-1,1010147,1010067,1010157,-1,1010037,1010057,1010027,1010157,1010187,1010027,1010037,1010037,1010047,1010077,1010067
5000070,99001,99026,99027,-1,1010307,1010317,1010307,1010297,-1,1010297,-1,1010297,-1,1010337,1010297,1010337,1010327,1010297,1010327,1010307,1010347,1010307
5000071,99001,99032,99033,-1,1010467,-1,1010467,-1,1010447,1010447,1010437,1010437,1010437,-1,1010477,-1,1010447,1010447,-1,1010477,1010488,1010477
5000072,99001,99032,99033,-1,1010437,1010447,1010437,-1,1010447,-1,-1,1010457,1010437,1010457,1010437,1010457,1010477,1010457,1010477,1010448,1010488,1010447
5000073,99001,99014,99015,-1,1010387,-1,-1,1010377,1010387,1010377,1010417,-1,1010417,1010377,1010387,1010377,-1,1010407,-1,1010388,1010428,1010388
5000074,99001,99038,99039,-1,-1,1010437,1010447,1010437,1010447,1010437,1010467,1010437,1010467,1010447,-1,1010447,1010457,1010515,1010457,1010478,1010429,1010478
5000075,99001,99014,99015,-1,-1,1010357,1010357,1010357,1010357,1010357,1010357,1010357,1010357,-1,1010358,1010357,1010358,1010358,1010358,1010358,1010358,1010358
5000076,99001,99014,99015,-1,1010357,-1,1010357,1010447,1010437,1010447,1010357,1010477,1010357,1010458,1010468,1010458,1010468,1010478,1010468,1010488,1010359,1010488
5000077,99001,99014,99015,-1,-1,1010437,-1,1010437,1010447,1010437,1010468,1010457,1010468,1010458,-1,1010458,1010468,1010488,1010468,1010438,1010360,1010438
5000078,99001,99014,99015,-1,1010387,1010437,1010387,1010467,-1,1010467,1010418,1010388,1010418,-1,1010448,1010448,1010468,1010408,1010478,1010398,1010361,1010398
5000079,99001,99014,99015,-1,1010437,1010448,1010377,1010457,1010378,1010457,1010388,1010438,1010388,1010468,1010398,1010468,1010418,1010478,1010418,1010478,1010362,1010478
5000080,99001,99014,99015,-1,1010408,1010448,-1,1010438,1010438,1010408,1010438,1010388,1010438,1010418,1010488,1010418,1010478,1010398,1010478,1010488,1010363,1010428
5000081,99001,99014,99015,-1,-1,1010038,1010038,1010388,1010378,1010388,1010478,1010028,1010478,1010468,1010398,1010468,1010028,1010398,1010028,1010418,1010499,1010478
5000082,99001,99014,99015,-1,1010448,1010378,1010448,1010408,1010438,1010408,1010388,1010448,1010388,1010468,1010398,1010468,1010478,1010429,1010478,1010398,1010499,1010398
5000083,99001,99014,99015,-1,1010408,1010448,1010408,1010438,1010468,1010438,1010468,1010378,1010468,1010378,1010408,1010378,1010409,1010438,1010409,1010428,1010499,1010489
5000084,99001,99028,99029,-1,1010148,1010158,1010148,1010178,1010168,1010178,1010158,1010158,1010148,1010168,1010169,1010188,1010159,1010149,1010149,1010179,1010516,1010169
5000085,99001,99038,99039,-1,1010078,1010038,1010078,1010338,1010048,1010338,1010048,1010028,1010028,1010309,1010299,1010309,1010299,1010029,1010299,1010069,1010079,1010349
5000086,99001,99028,99029,-1,-1,1010378,1010378,1010458,1010408,1010458,1010468,1010399,1010468,1010419,-1,1010419,1010479,1010379,1010479,1010519,1010518,1010517
5000087,99001,99028,99029,-1,1010388,1010458,1010458,1010438,1010439,1010398,1010449,1010389,1010449,1010399,1010439,1010399,1010469,1010399,1010469,1010519,1010518,1010517
5000088,99001,99028,99029,-1,1010468,1010378,1010468,1010379,1010479,1010379,1010399,1010469,1010399,1010439,1010419,1010439,1010519,1010399,1010517,1010489,1010518,1010429
5000089,99001,99028,99029,-1,1010418,1010419,1010448,1010469,1010469,-1,1010479,1010379,1010479,1010389,1010459,1010389,1010399,1010479,1010399,-1,1010520,-1
5000090,99001,99040,99041,-1,1010469,-1,1010469,1010379,-1,1010379,-1,1010459,1010459,1010389,1010439,1010389,1010419,1010459,1010419,1010489,1010521,1010489
5001001,99001,99010,99011,-1,1010022,1010142,1010082,1010432,1010292,1010372,1010202,1010282,1010202,1010022,1010142,1010432,1010282,1010142,1010292,1010082,1000302,1010282
5001002,99001,99012,99013,-1,1010025,1010145,1010085,1010435,1010295,1010375,1010205,1010285,1010205,1010025,1010145,1010435,1010285,1010145,1010295,1010085,1000305,1010285
5001003,99001,99004,99005,-1,1010027,1010147,1010087,1010437,1010297,1010377,1010207,1010287,1010207,1010027,1010147,1010437,1010287,1010147,1010297,1010087,1000307,1010287
5001004,99001,99010,99011,-1,1010032,1010152,1010092,1010472,1010272,1010302,1010212,1010442,1010472,1010462,1010152,1010092,1010382,1010442,1010392,1010452,1000322,1010422
5001005,99001,99012,99013,-1,1010035,1010155,1010095,1010475,1010275,1010305,1010215,1010445,1010475,1010465,1010155,1010095,1010385,1010445,1010395,1010455,1000325,1010425
5001006,99001,99004,99005,-1,1010037,1010157,1010097,1010477,1010277,1010307,1010217,1010447,1010477,1010467,1010157,1010097,1010387,1010447,1010397,1010457,1000327,1010427
5001007,99001,99010,99011,-1,1010042,1010162,1010102,1010352,1010222,1010312,1010352,1010362,1010222,1010042,1010162,1010362,1010362,1010162,1010362,1010352,1000312,1010312
5001008,99001,99012,99013,-1,1010045,1010165,1010105,1010355,1010225,1010315,1010355,1010365,1010225,1010045,1010165,1010365,1010365,1010165,1010365,1010355,1000315,1010315
5001009,99001,99004,99005,-1,1010047,1010167,1010107,1010357,1010227,1010317,1010357,1010367,1010227,1010047,1010167,1010367,1010367,1010167,1010367,1010357,1000317,1010317
5001010,99001,99010,99011,-1,1010052,1010172,1010112,1010232,1010482,1010402,1010412,1010402,1010232,1010052,1010482,1010412,1010052,1010412,1010482,1010402,1000342,1010052
5001011,99001,99012,99013,-1,1010055,1010175,1010115,1010235,1010485,1010405,1010415,1010405,1010235,1010055,1010485,1010415,1010055,1010415,1010485,1010405,1000345,1010055
5001012,99001,99004,99005,-1,1010057,1010177,1010117,1010237,1010487,1010407,1010417,1010407,1010237,1010057,1010487,1010417,1010057,1010417,1010487,1010407,1000347,1010057
5001013,99001,99010,99011,-1,1010062,1010182,1010122,1010332,1010242,1010332,1010242,1010332,1010242,1010062,1010182,1010122,1010062,1010182,1010332,1010122,1010492,1010332
5001014,99001,99012,99013,-1,1010065,1010185,1010125,1010335,1010245,1010335,1010245,1010335,1010245,1010065,1010185,1010125,1010065,1010185,1010335,1010125,1010495,1010335
5001015,99001,99004,99005,-1,1010067,1010187,1010127,1010337,1010247,1010337,1010247,1010337,1010247,1010067,1010187,1010127,1010067,1010187,1010337,1010127,1010497,1010337
5001016,99001,99010,99011,-1,1010022,1010052,1010032,1010042,1010062,1010072,1010372,1010392,1010452,1010102,1010422,1010482,1000302,1010482,1000322,1000312,1010492,1000342
5001017,99001,99012,99013,-1,1010025,1010055,1010035,1010045,1010065,1010075,1010375,1010395,1010455,1010105,1010425,1010485,1000305,1010485,1000325,1000315,1010495,1000345
5001018,99001,99004,99005,-1,1010027,1010057,1010037,1010047,1010067,1010077,1010377,1010397,1010457,1010107,1010427,1010487,1000307,1010487,1000327,1000317,1010497,1000347
5001019,99001,99002,99003,-1,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002
5001020,99001,99002,99003,-1,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002,1010002
5002001,99001,99002,99003,-1,1010023,1010143,1010083,-1,1010293,-1,1010203,-1,1010203,1010023,1010143,1010433,1010283,1010143,1010293,1010083,1000303,1010283
5002002,99001,99002,99003,-1,1010026,1010146,1010086,-1,1010296,-1,1010206,-1,1010206,1010026,1010146,1010436,1010286,1010146,1010296,1010086,1000306,1010286
5002003,99001,99002,99003,-1,1010027,1010147,1010087,1010437,1010297,1010377,1010207,1010287,1010207,1010027,1010147,1010437,1010287,1010147,1010297,1010087,1000307,1010287
5002004,99001,99002,99003,-1,1010033,1010153,1010093,-1,1010273,-1,1010213,-1,1010473,1010463,1010153,1010093,1010383,1010443,1010393,1010453,1000323,1010423
5002005,99001,99002,99003,-1,1010036,1010156,1010096,-1,1010276,-1,1010216,-1,1010476,1010466,1010156,1010096,1010386,1010446,1010396,1010456,1000326,1010426
5002006,99001,99002,99003,-1,1010037,1010157,1010097,1010477,1010277,1010307,1010217,1010447,1010477,1010467,1010157,1010097,1010387,1010447,1010397,1010457,1000327,1010427
5002007,99001,99002,99003,-1,1010043,1010163,1010103,-1,1010223,-1,1010353,-1,1010223,1010043,1010163,1010363,1010363,1010163,1010363,1010353,1000313,1010313
5002008,99001,99002,99003,-1,1010046,1010166,1010106,-1,1010226,-1,1010356,-1,1010226,1010046,1010166,1010366,1010366,1010166,1010366,1010356,1000316,1010316
5002009,99001,99002,99003,-1,1010047,1010167,1010107,1010357,1010227,1010317,1010357,1010367,1010227,1010047,1010167,1010367,1010367,1010167,1010367,1010357,1000317,1010317
5002010,99001,99002,99003,-1,1010053,1010173,1010113,-1,1010483,-1,1010413,-1,1010233,1010053,1010483,1010413,1010053,1010413,1010483,1010403,1000343,1010053
5002011,99001,99002,99003,-1,1010056,1010176,1010116,-1,1010486,-1,1010416,-1,1010236,1010056,1010486,1010416,1010056,1010416,1010486,1010406,1000346,1010056
5002012,99001,99002,99003,-1,1010057,1010177,1010117,1010237,1010487,1010407,1010417,1010407,1010237,1010057,1010487,1010417,1010057,1010417,1010487,1010407,1000347,1010057
5002013,99001,99002,99003,-1,1010063,1010183,1010123,-1,1010243,-1,1010243,-1,1010243,1010063,1010183,1010123,1010063,1010183,1010333,1010123,1010493,1010333
5002014,99001,99002,99003,-1,1010066,1010186,1010126,-1,1010246,-1,1010246,-1,1010246,1010066,1010186,1010126,1010066,1010186,1010336,1010126,1010496,1010336
5002015,99001,99002,99003,-1,1010067,1010187,1010127,1010337,1010247,1010337,1010247,1010337,1010247,1010067,1010187,1010127,1010067,1010187,1010337,1010127,1010497,1010337
5002016,99001,99002,99003,-1,1010023,-1,1010033,1010043,1010063,1010073,1010373,-1,1010453,1010103,1010423,1010483,1000303,-1,1000323,1000313,1010493,1000343
5002017,99001,99002,99003,-1,1010026,-1,1010036,1010046,1010066,1010076,1010376,-1,1010456,1010106,1010426,1010486,1000306,-1,1000326,1000316,1010496,1000346
5002018,99001,99002,99003,-1,1010027,1010057,1010037,1010047,1010067,1010077,1010377,1010397,1010457,1010107,1010427,1010487,1000307,1010487,1000327,1000317,1010497,1000347
5002019,99001,99002,99003,-1,1010374,1010384,1010394,1010404,1010414,1010424,1010374,1010384,1010394,1010404,1010414,1010424,1010374,1010384,1010394,1010404,1010414,1010424
5002020,99001,99002,99003,-1,1010434,1010444,1010454,1010464,1010474,1010484,1010434,1010444,1010454,1010464,1010474,1010484,1010434,1010444,1010454,1010464,1010474,1010484
