7000042,5,2,1,5000042,7000041,위험은 가까운 곳에 있다,37811,8391,8591,1274,7500042,1243,4246,8000001,1,-1,8000003,2600,-1,8000004,2300,-1
7000043,5,3,1,5000043,7000042,볼수록 매력있는,39675,8714,8914,1322,7500043,1276,4407,8000001,1,-1,8000004,2400,-1,8000005,-1,-1
7000044,5,4,1,5000044,7000043,질투하는 거죠?,35015,7703,7903,1170,7500044,1310,3901,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7000045,5,5,1,5000045,7000044,울면 안돼,35824,7719,7919,1173,7500045,1343,3910,8000001,1,-1,8000006,-1,-1,8000008,2,-1
7000046,5,6,1,5000046,7000045,오해야,37745,8300,8500,1260,7500046,1376,4200,8000001,1,-1,8000009,2,2,8000008,2,-1
7000047,5,7,1,5000047,7000046,물끄러미,35425,7696,7896,1169,7500047,1410,3898,8000001,1,-1,8000008,2,-1,8000009,3,1
7000048,5,8,1,5000048,7000047,바로 오늘,46162,10361,10561,1569,7500048,1443,5231,8000001,1,-1,8000009,1,2,8000010,3,-1
7000049,5,9,1,5000049,7000048,우리 진짜로 친했거든,51084,11520,11720,1743,7500049,1477,5810,8000001,1,-1,8000010,1,-1,8000011,4,-1
7000050,5,10,1,5000050,7000049,하지만 다행이야,48577,11701,11901,1770,7500050,1510,5900,8000001,1,-1,8000011,4,-1,8000002,80,-1
7000051,6,1,1,5000051,7000050,임금님 귀는 당나귀 귀,66819,15963,16163,2409,7500051,1543,8031,8000001,1,-1,8000002,80,-1,8000003,2800,-1
7000052,6,2,1,5000052,7000051,비밀을 지키는 건 힘들다,62068,14828,15028,2239,7500052,1577,7464,8000001,1,-1,8000003,2700,-1,8000004,1800,-1
7000053,6,3,1,5000053,7000052,난 앞만 보고 가니까,63629,15510,15710,2342,7500053,1610,7805,8000001,1,-1,8000004,1900,-1,8000005,-1,-1
7000054,6,4,1,5000054,7000053,착각으로,69472,16647,16847,2512,7500054,1643,8374,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7000055,6,5,1,5000055,7000054,언어의 마술사,70360,16631,16831,2510,7500055,1677,8366,8000001,1,-1,8000006,-1,-1,8000007,68360,-1
7000056,6,6,1,5000056,7000055,노크를 하자,66840,15826,16026,2389,7500056,1710,7963,8000001,1,-1,8000007,64840,-1,8000008,2,-1
7000057,6,7,1,5000057,7000056,아픈 배려,61526,14541,14741,2196,7500057,1743,7320,8000001,1,-1,8000008,2,-1,8000009,4,2
7000058,6,8,1,5000058,7000057,단호하시네요,58616,13882,14082,2097,7500058,1777,6991,8000001,1,-1,8000009,1,2,8000010,2,-1
7000059,6,9,1,5000059,7000058,대박이 아니라 쪽박,57569,13553,13753,2048,7500059,1810,6827,8000001,1,-1,8000010,5,-1,8000011,4,-1
7000060,6,10,1,5000060,7000059,왜 그랬을까,57749,14603,14803,2205,7500060,1843,7351,8000001,1,-1,8000011,4,-1,8000002,80,-1
7000061,7,1,1,5000061,7000060,사랑도 우정도,81438,20941,21141,3156,7500061,1877,10521,8000001,1,-1,8000002,80,-1,8000003,1100,-1
7000062,7,2,1,5000062,7000061,피하려고 애써봐도 거부조차 할 수 없는,76813,19852,20052,2993,7500062,1910,9976,8000001,1,-1,8000003,1000,-1,8000004,2500,-1
7000063,7,3,1,5000063,7000062,쉬다가는 날,87816,22568,22768,3400,7500063,1944,11334,8000001,1,-1,8000004,3000,-1,8000005,-1,-1
7000064,7,4,1,5000064,7000063,첫 눈에,82732,21143,21343,3186,7500064,1977,10621,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7000065,7,5,1,5000065,7000064,반했다,77074,19751,19951,2978,7500065,2010,9926,8000001,1,-1,8000006,-1,-1,8000007,75074,-1
7000066,7,6,1,5000066,7000065,잘 모르겠으니 웃자,87791,22649,22849,3412,7500066,2044,11375,8000001,1,-1,8000007,85791,-1,8000008,2,-1
7000067,7,7,1,5000067,7000066,이상하네,81316,20755,20955,3128,7500067,2077,10428,8000001,1,-1,8000008,2,-1,8000009,5,2
7000068,7,8,1,5000068,7000067,사건을 몰고 다니시네요,98331,25455,25655,3833,7500068,2110,12777,8000001,1,-1,8000009,2,3,8000010,3,-1
7000069,7,9,1,5000069,7000068,그 정도로는 변하지 않아,81639,21116,21316,3182,7500069,2144,10608,8000001,1,-1,8000010,1,-1,8000011,4,-1
7000070,7,10,1,5000070,7000069,사랑해요,82709,21303,21503,3210,7500070,2177,10702,8000001,1,-1,8000011,4,-1,8000002,80,-1
7000071,8,1,1,5000071,7000070,지끈지끈,75921,19153,19353,2888,7500071,1998,9626,8000001,1,-1,8000002,70,-1,8000003,3500,-1
7000072,8,2,1,5000072,7000071,중요한 건 사랑,89857,22687,22887,3418,7500072,2365,11393,8000001,1,-1,8000003,4000,-1,8000004,2000,-1
7000073,8,3,1,5000073,7000072,위험하다니까요.,81475,20561,20761,3099,7500073,2144,10331,8000001,1,-1,8000004,2100,-1,8000005,-1,-1
7000074,8,4,1,5000074,7000073,우리 사이엔 아무 장애물도,109319,27622,27822,4158,7500074,2877,13861,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7000075,8,5,1,5000075,7000074,될 생각 없거든,103012,26023,26223,3918,7500075,2711,13061,8000001,1,-1,8000006,-1,-1,8000007,101012,-1
7000076,8,6,1,5000076,7000075,뻥치시네,118233,29883,30083,4497,7500076,3112,14991,8000001,1,-1,8000007,116233,-1,8000008,1,-1
7000077,8,7,1,5000077,7000076,"어라, 어쩐지",120558,30473,30673,4586,7500077,3173,15286,8000001,1,-1,8000008,1,-1,8000009,4,2
7000078,8,8,1,5000078,7000077,고도의 전략,108086,27310,27510,4111,7500078,2845,13705,8000001,1,-1,8000009,1,2,8000010,2,-1
7000079,8,9,1,5000079,7000078,그건 싫어요,128087,32382,32582,4872,7500079,3371,16241,8000001,1,-1,8000010,5,-1,8000011,4,-1
7000080,8,10,1,5000080,7000079,너무 납득한다,133312,33707,33907,5071,7500080,3509,16903,8000001,1,-1,8000011,4,-1,8000002,80,-1
7000081,9,1,1,5000081,7000080,누굴 찾는데?,143628,36323,36523,5463,7500081,3781,18211,8000001,1,-1,8000002,80,-1,8000003,1100,-1
7000082,9,2,1,5000082,7000081,아오 저 찌질이,155630,39366,39566,5920,7500082,4097,19733,8000001,1,-1,8000003,1000,-1,8000004,2500,-1
7000083,9,3,1,5000083,7000082,취향이 참 고풍,175963,44523,44723,6693,7500083,4632,22311,8000001,1,-1,8000004,3000,-1,8000005,-1,-1
7000084,9,4,1,5000084,7000083,도와줘,182797,46256,46456,6953,7500084,4812,23178,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7000085,9,5,1,5000085,7000084,촉이 안 좋아,187629,47481,47681,7137,7500085,4939,23791,8000001,1,-1,8000006,-1,-1,8000007,185629,-1
7000086,9,6,1,5000086,7000085,날 위해,216855,54892,55092,8249,7500086,5708,27496,8000001,1,-1,8000007,214855,-1,8000008,1,-1
7000087,9,7,1,5000087,7000086,"하하, 뭐래니",249574,63190,63390,9493,7500087,6569,31645,8000001,1,-1,8000008,1,-1,8000009,5,2
7000088,9,8,1,5000088,7000087,"우와, 벨건가 봐!",262719,66523,66723,9993,7500088,6915,33312,8000001,1,-1,8000009,2,3,8000010,3,-1
7000089,9,9,1,5000089,7000088,안 타는 쓰레기,198518,50243,50443,7551,7500089,5225,25171,8000001,1,-1,8000010,1,-1,8000011,4,-1
7000090,9,10,1,5000090,7000089,유감입니다만,196495,49730,49930,7474,7500090,5172,24915,8000001,1,-1,8000011,4,-1,8000002,80,-1
7100001,1,1,2,5000001,7000070,진로를 결정했다.,9480,1400,1600,225,7510001,500,750,8000001,1,-1,8000002,90,-1,8000003,900,-1
7100002,1,2,2,5000002,7100001,여기 보통 콩가루가 아닌 것 같아,12191,1822,2022,288,7510002,526,961,8000001,1,-1,8000003,800,-1,8000004,3500,-1
7100003,1,3,2,5000003,7100002,다사다난한 하루,12278,1839,2039,291,7510003,550,969,8000001,1,-1,8000004,3600,-1,8000005,-1,-1
7100004,1,4,2,5000004,7100003,터질까 봐?,14155,2132,2332,335,7510004,576,1116,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100005,1,5,2,5000005,7100004,은행 강도를 잡아라!,11378,1694,1894,269,7510005,600,897,8000001,1,-1,8000006,-1,-1,8000007,9613,-1
7100006,1,6,2,5000006,7100005,매를 부르는 힘,14132,2125,2325,334,7510006,626,1113,8000001,1,-1,8000007,11202,-1,8000008,3,-1
7100007,1,7,2,5000007,7100006,불량학생 선도,12193,1826,2026,289,7510007,650,963,8000001,1,-1,8000008,3,-1,8000009,2,4
7100008,1,8,2,5000008,7100007,이런 악당은 싫어,14050,2115,2315,332,7510008,676,1107,8000001,1,-1,8000009,1,3,8000010,2,-1
7100009,1,9,2,5000009,7100008,마이동풍,10356,1533,1733,245,7510009,700,816,8000001,1,-1,8000010,3,-1,8000011,4,-1
7100010,1,10,2,5000010,7100009,결속을 다지다,13194,2188,2388,343,7510010,726,1144,8000001,1,-1,8000011,4,-1,8000002,90,-1
7100011,2,1,2,5000011,7100010,잘못한 거 없겠지?,14881,2482,2682,387,7510011,798,1291,8000001,1,-1,8000002,90,-1,8000003,1000,-1
7100012,2,2,2,5000012,7100011,흔들어 주세요,18382,3095,3295,479,7510012,832,1598,8000001,1,-1,8000003,1500,-1,8000004,3200,-1
7100013,2,3,2,5000013,7100012,공장? 연구소?,18326,3086,3286,478,7510013,868,1593,8000001,1,-1,8000004,3500,-1,8000005,-1,-1
7100014,2,4,2,5000014,7100013,희생? 니가 당해 봐,17521,2943,3143,457,7510014,902,1522,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100015,2,5,2,5000015,7100014,"역시, 베테랑!",14879,2485,2685,388,7510015,938,1293,8000001,1,-1,8000006,-1,-1,8000007,11920,-1
7100016,2,6,2,5000016,7100015,와장창 쨍그랑,23232,3971,4171,611,7510016,972,2036,8000001,1,-1,8000007,21232,-1,8000008,2,-1
7100017,2,7,2,5000017,7100016,독 인간과 연구,17079,2874,3074,446,7510017,1008,1487,8000001,1,-1,8000008,2,-1,8000009,4,3
7100018,2,8,2,5000018,7100017,아가씨의 존재가 나한텐 수치야.,17445,2951,3151,458,7510018,1042,1526,8000001,1,-1,8000009,5,2,8000010,1,-1
7100019,2,9,2,5000019,7100018,그런데 그것이 실제로 일어났습니다.,19656,3320,3520,513,7510019,1078,1710,8000001,1,-1,8000010,3,-1,8000011,4,-1
7100020,2,10,2,5000020,7100019,우리 친해질 수 있을 것 같아,24111,4524,4724,694,7510020,1112,2312,8000001,1,-1,8000011,4,-1,8000002,90,-1
7100021,3,1,2,5000021,7100020,천사가 아니야,19923,3681,3881,567,7510021,1224,1890,8000001,1,-1,8000002,90,-1,8000003,1500,-1
7100022,3,2,2,5000022,7100021,타락 천사,21892,4064,4264,625,7510022,1270,2082,8000001,1,-1,8000003,2100,-1,8000004,3500,-1
7100023,3,3,2,5000023,7100022,어리광쟁이♡,22016,4092,4292,629,7510023,1314,2096,8000001,1,-1,8000004,3700,-1,8000005,-1,-1
7100024,3,4,2,5000024,7100023,시골 마을 파티에 보스몹,18772,3490,3690,538,7510024,1360,1795,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100025,3,5,2,5000025,7100024,위기의 순간에 사람은 늘 혼자다,25340,4736,4936,725,7510025,1404,2418,8000001,1,-1,8000006,-1,-1,8000007,23673,-1
7100026,3,6,2,5000026,7100025,일이 터졌다.,19986,3704,3904,571,7510026,1450,1902,8000001,1,-1,8000007,17011,-1,8000008,2,-1
7100027,3,7,2,5000027,7100026,"어, 이 인간이?",20621,3828,4028,589,7510027,1494,1964,8000001,1,-1,8000008,2,-1,8000009,3,3
7100028,3,8,2,5000028,7100027,진정할 거 없이 차라리 때려!!!,25620,4801,5001,735,7510028,1540,2451,8000001,1,-1,8000009,2,2,8000010,5,-1
7100029,3,9,2,5000029,7100028,솔직히 말이 안통하니 이길 자신이 없다,26541,4985,5185,763,7510029,1584,2543,8000001,1,-1,8000010,1,-1,8000011,4,-1
7100030,3,10,2,5000030,7100029,가만히 있으면 중간이나 가지,35507,7328,7528,1114,7510030,1630,3714,8000001,1,-1,8000011,4,-1,8000002,80,-1
7100031,4,1,2,5000031,7100030,나이프로 갈둘 아랏떠,38459,7845,8045,1192,7510031,1792,3972,8000001,1,-1,8000002,80,-1,8000003,2500,-1
7100032,4,2,2,5000032,7100031,효과적인 교육법,40391,8257,8457,1254,7510032,1852,4178,8000001,1,-1,8000003,3000,-1,8000004,3000,-1
7100033,4,3,2,5000033,7100032,선배 말해보세요,37288,7467,7667,1135,7510033,1912,3784,8000001,1,-1,8000004,3500,-1,8000005,-1,-1
7100034,4,4,2,5000034,7100033,퇴마사 일 좋아요,39774,7971,8171,1211,7510034,1972,4036,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100035,4,5,2,5000035,7100034,화재 진압,39203,8026,8226,1219,7510035,2032,4063,8000001,1,-1,8000006,-1,-1,8000007,37668,-1
7100036,4,6,2,5000036,7100035,그 시각,38403,7888,8088,1198,7510036,2092,3994,8000001,1,-1,8000007,36780,-1,8000008,2,-1
7100037,4,7,2,5000037,7100036,정정당당하게,37018,7706,7906,1171,7510037,2152,3903,8000001,1,-1,8000008,2,-1,8000009,3,3
7100038,4,8,2,5000038,7100037,만났다,46481,9629,9829,1459,7510038,2212,4864,8000001,1,-1,8000009,1,2,8000010,4,-1
7100039,4,9,2,5000039,7100038,허점,44217,9128,9328,1384,7510039,2272,4614,8000001,1,-1,8000010,4,-1,8000011,4,-1
7100040,4,10,2,5000040,7100039,1호 나와 봐!,39182,8662,8862,1314,7510040,2332,4381,8000001,1,-1,8000011,4,-1,8000002,80,-1
7100041,5,1,2,5000041,7100040,어?어?어?,56960,12529,12729,1894,7510041,2419,6315,8000001,1,-1,8000002,70,-1,8000003,3200,-1
7100042,5,2,2,5000042,7100041,위험은 가까운 곳에 있다,56715,12637,12837,1910,7510042,2486,6368,8000001,1,-1,8000003,3500,-1,8000004,3500,-1
7100043,5,3,2,5000043,7100042,볼수록 매력있는,59512,13121,13321,1983,7510043,2553,6611,8000001,1,-1,8000004,3600,-1,8000005,-1,-1
7100044,5,4,2,5000044,7100043,질투하는 거죠?,52523,11604,11804,1756,7510044,2620,5852,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100045,5,5,2,5000045,7100044,울면 안돼,53736,11629,11829,1759,7510045,2686,5865,8000001,1,-1,8000006,-1,-1,8000007,50927,-1
7100046,5,6,2,5000046,7100045,오해야,56618,12500,12700,1890,7510046,2753,6300,8000001,1,-1,8000007,54708,-1,8000008,2,-1
7100047,5,7,2,5000047,7100046,물끄러미,53137,11594,11794,1754,7510047,2820,5847,8000001,1,-1,8000008,2,-1,8000009,1,2
7100048,5,8,2,5000048,7100047,바로 오늘,69243,15592,15792,2354,7510048,2886,7846,8000001,1,-1,8000009,2,3,8000010,5,-1
7100049,5,9,2,5000049,7100048,우리 진짜로 친했거든,76626,17330,17530,2614,7510049,2953,8715,8000001,1,-1,8000010,1,-1,8000011,4,-1
7100050,5,10,2,5000050,7100049,하지만 다행이야,72864,17601,17801,2655,7510050,3020,8850,8000001,1,-1,8000011,4,-1,8000002,70,-1
7100051,6,1,2,5000051,7100050,임금님 귀는 당나귀 귀,100229,23994,24194,3614,7510051,3087,12047,8000001,1,-1,8000002,70,-1,8000003,4000,-1
7100052,6,2,2,5000052,7100051,비밀을 지키는 건 힘들다,93102,22291,22491,3359,7510052,3153,11196,8000001,1,-1,8000003,3900,-1,8000004,3900,-1
7100053,6,3,2,5000053,7100052,난 앞만 보고 가니까,95442,23315,23515,3512,7510053,3220,11708,8000001,1,-1,8000004,4000,-1,8000005,-1,-1
7100054,6,4,2,5000054,7100053,착각으로,104208,25021,25221,3768,7510054,3287,12560,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100055,6,5,2,5000055,7100054,언어의 마술사,105539,24997,25197,3765,7510055,3353,12549,8000001,1,-1,8000006,-1,-1,8000007,98067,-1
7100056,6,6,2,5000056,7100055,노크를 하자,100260,23788,23988,3583,7510056,3420,11944,8000001,1,-1,8000007,98814,-1,8000008,2,-1
7100057,6,7,2,5000057,7100056,아픈 배려,92288,21861,22061,3294,7510057,3487,10981,8000001,1,-1,8000008,2,-1,8000009,5,2
7100058,6,8,2,5000058,7100057,단호하시네요,87924,20873,21073,3146,7510058,3553,10487,8000001,1,-1,8000009,3,2,8000010,2,-1
7100059,6,9,2,5000059,7100058,대박이 아니라 쪽박,86355,20380,20580,3072,7510059,3620,10240,8000001,1,-1,8000010,5,-1,8000011,4,-1
7100060,6,10,2,5000060,7100059,왜 그랬을까,86624,21954,22154,3308,7510060,3687,11027,8000001,1,-1,8000011,4,-1,8000002,70,-1
7100061,7,1,2,5000061,7100060,사랑도 우정도,122157,31462,31662,4734,7510061,3754,15781,8000001,1,-1,8000002,70,-1,8000003,4500,-1
7100062,7,2,2,5000062,7100061,피하려고 애써봐도 거부조차 할 수 없는,115220,29828,30028,4489,7510062,3820,14964,8000001,1,-1,8000003,4400,-1,8000004,4200,-1
7100063,7,3,2,5000063,7100062,쉬다가는 날,131724,33902,34102,5100,7510063,3887,17001,8000001,1,-1,8000004,4200,-1,8000005,-1,-1
7100064,7,4,2,5000064,7100063,첫 눈에,124097,31764,31964,4780,7510064,3954,15932,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100065,7,5,2,5000065,7100064,반했다,115611,29677,29877,4466,7510065,4020,14888,8000001,1,-1,8000006,-1,-1,8000007,110611,-1
7100066,7,6,2,5000066,7100065,잘 모르겠으니 웃자,131688,34024,34224,5119,7510066,4087,17062,8000001,1,-1,8000007,128688,-1,8000008,2,-1
7100067,7,7,2,5000067,7100066,이상하네,121973,31183,31383,4692,7510067,4154,15641,8000001,1,-1,8000008,2,-1,8000009,1,2
7100068,7,8,2,5000068,7100067,사건을 몰고 다니시네요,147496,38232,38432,5750,7510068,4221,19166,8000001,1,-1,8000009,4,2,8000010,2,-1
7100069,7,9,2,5000069,7100068,그 정도로는 변하지 않아,122459,31725,31925,4774,7510069,4287,15912,8000001,1,-1,8000010,5,-1,8000011,4,-1
7100070,7,10,2,5000070,7100069,사랑해요,124064,32005,32205,4816,7510070,4354,16052,8000001,1,-1,8000011,4,-1,8000002,70,-1
7100071,8,1,2,5000071,7100070,지끈지끈,113882,28779,28979,4332,7510071,3997,14440,8000001,1,-1,8000002,60,-1,8000003,5000,-1
7100072,8,2,2,5000072,7100071,중요한 건 사랑,134785,34080,34280,5127,7510072,4731,17090,8000001,1,-1,8000003,5300,-1,8000004,4500,-1
7100073,8,3,2,5000073,7100072,위험하다니까요.,122213,30892,31092,4649,7510073,4290,15496,8000001,1,-1,8000004,4800,-1,8000005,-1,-1
7100074,8,4,2,5000074,7100073,우리 사이엔 아무 장애물도,163979,41484,41684,6238,7510074,5756,20792,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100075,8,5,2,5000075,7100074,될 생각 없거든,154518,39084,39284,5878,7510075,5424,19592,8000001,1,-1,8000006,-1,-1,8000007,152518,-1
7100076,8,6,2,5000076,7100075,뻥치시네,177349,44874,45074,6746,7510076,6225,22487,8000001,1,-1,8000007,175349,-1,8000008,1,-1
7100077,8,7,2,5000077,7100076,"어라, 어쩐지",180837,45759,45959,6879,7510077,6347,22929,8000001,1,-1,8000008,1,-1,8000009,3,4
7100078,8,8,2,5000078,7100077,고도의 전략,162130,41015,41215,6167,7510078,5690,20557,8000001,1,-1,8000009,3,1,8000010,2,-1
7100079,8,9,2,5000079,7100078,그건 싫어요,192130,48622,48822,7308,7510079,6743,24361,8000001,1,-1,8000010,4,-1,8000011,4,-1
7100080,8,10,2,5000080,7100079,너무 납득한다,199968,50610,50810,7607,7510080,7018,25355,8000001,1,-1,8000011,4,-1,8000002,60,-1
7100081,9,1,2,5000081,7100080,누굴 찾는데?,215443,54534,54734,8195,7510081,7561,27317,8000001,1,-1,8000002,60,-1,8000003,5400,-1
7100082,9,2,2,5000082,7100081,아오 저 찌질이,233446,59100,59300,8880,7510082,8193,29600,8000001,1,-1,8000003,5700,-1,8000004,4800,-1
7100083,9,3,2,5000083,7100082,취향이 참 고풍,263945,66834,67034,10040,7510083,9263,33467,8000001,1,-1,8000004,5000,-1,8000005,-1,-1
7100084,9,4,2,5000084,7100083,도와줘,274196,69434,69634,10430,7510084,9623,34767,8000001,1,-1,8000005,-1,-1,8000006,-1,-1
7100085,9,5,2,5000085,7100084,촉이 안 좋아,281444,71272,71472,10706,7510085,9877,35686,8000001,1,-1,8000006,-1,-1,8000007,279444,-1
7100086,9,6,2,5000086,7100085,날 위해,325282,82389,82589,12373,7510086,11415,41244,8000001,1,-1,8000007,323282,-1,8000008,1,-1
7100087,9,7,2,5000087,7100086,"하하, 뭐래니",374362,94835,95035,14240,7510087,13137,47467,8000001,1,-1,8000008,1,-1,8000009,2,5
7100088,9,8,2,5000088,7100087,"우와, 벨건가 봐!",394078,99835,100035,14990,7510088,13829,49967,8000001,1,-1,8000009,2,1,8000010,4,-1
7100089,9,9,2,5000089,7100088,안 타는 쓰레기,297778,75414,75614,11327,7510089,10450,37757,8000001,1,-1,8000010,1,-1,8000011,4,-1
7100090,9,10,2,5000090,7100089,유감입니다만,294743,74644,74844,11212,7510090,10343,37372,8000001,1,-1,8000011,4,-1,8000002,50,-1
7200001,1,1,3,5000001,7100070,진로를 결정했다.,14221,2150,2350,338,7520001,750,1125,8000001,1,-1,8000002,70,-1,8000003,1200,-1
