3100008,검도 호면,12,0,0,1,1,11,0,2,1,1,2,20,0,0,0,0,0,0,1131028,-1,9100036,1,100,-1,-1,-1,6,,,
3100009,포수마스크,13,0,0,1,1,11,0,2,1,1,2,24,0,0,0,0,0,0,1131029,-1,9100037,1,33,-1,-1,-1,2,,,
3100010,캡,14,0,0,1,1,11,0,2,1,1,2,28,0,0,0,0,0,0,1131030,-1,9100038,1,17,-1,-1,-1,1,,,
3100011,야간투시경,10,0,0,1,1,11,0,4,1,1,2,12,0,0,0,0,0,0,1131051,-1,9100039,1,1667,-1,-1,-1,54,,,
3100012,베레모,11,0,0,1,1,11,0,4,1,1,2,16,0,0,0,0,0,0,1131052,-1,9100040,1,500,-1,-1,-1,18,,,
3100013,헌팅캡,12,0,0,1,1,11,0,4,1,1,2,20,0,0,0,0,0,0,1131053,-1,9100041,1,100,-1,-1,-1,6,,,
3100014,블루투스이어폰,13,0,0,1,1,11,0,4,1,1,2,24,0,0,0,0,0,0,1131054,-1,9100042,1,33,-1,-1,-1,2,,,
3100015,비니,14,0,0,1,1,11,0,4,1,1,2,28,0,0,0,0,0,0,1131055,-1,9100043,1,17,-1,-1,-1,1,,,
3100016,왕관,10,0,0,1,1,11,0,3,1,1,2,12,0,0,0,0,0,0,1131076,-1,9100044,1,1667,-1,-1,-1,54,,,
3100017,마녀의 모자,11,0,0,1,1,11,0,3,1,1,2,16,0,0,0,0,0,0,1131077,-1,9100045,1,500,-1,-1,-1,18,,,
3100018,마법사모자,12,0,0,1,1,11,0,3,1,1,2,20,0,0,0,0,0,0,1131078,-1,9100046,1,100,-1,-1,-1,6,,,
3100019,안경,13,0,0,1,1,11,0,3,1,1,2,24,0,0,0,0,0,0,1131079,-1,9100047,1,33,-1,-1,-1,2,,,
3100020,홈즈 모자,14,0,0,1,1,11,0,3,1,1,2,28,0,0,0,0,0,0,1131080,-1,9100048,1,17,-1,-1,-1,1,,,
3100021,사제모,10,0,0,1,1,11,0,5,1,1,2,12,0,0,0,0,0,0,1131101,-1,9100049,1,1667,-1,-1,-1,54,,,
3100022,방역마스크,11,0,0,1,1,11,0,5,1,1,2,16,0,0,0,0,0,0,1131102,-1,9100050,1,500,-1,-1,-1,18,,,
3100023,간호캡,12,0,0,1,1,11,0,5,1,1,2,20,0,0,0,0,0,0,1131103,-1,9100051,1,100,-1,-1,-1,6,,,
3100024,세프모자,13,0,0,1,1,11,0,5,1,1,2,24,0,0,0,0,0,0,1131104,-1,9100052,1,33,-1,-1,-1,2,,,
3100025,밀짚모자,14,0,0,1,1,11,0,5,1,1,2,28,0,0,0,0,0,0,1131105,-1,9100053,1,17,-1,-1,-1,1,,,
3200001,파워드슈츠,10,0,0,1,1,12,0,1,1,1,2,10,0,0,0,0,0,0,1131006,-1,9100054,1,1667,-1,-1,-1,54,,,
3200002,진압복,11,0,0,1,1,12,0,1,1,1,2,14,0,0,0,0,0,0,1131007,-1,9100055,1,500,-1,-1,-1,18,,,
3200003,럭비몸통,12,0,0,1,1,12,0,1,1,1,2,18,0,0,0,0,0,0,1131008,-1,9100056,1,100,-1,-1,-1,6,,,
3200004,안전조끼,13,0,0,1,1,12,0,1,1,1,2,22,0,0,0,0,0,0,1131009,-1,9100057,1,33,-1,-1,-1,2,,,
3200005,바이크자켓,14,0,0,1,1,12,0,1,1,1,2,26,0,0,0,0,0,0,1131010,-1,9100058,1,17,-1,-1,-1,1,,,
3200006,머슬슈츠,10,0,0,1,1,12,0,2,1,1,2,10,0,0,0,0,0,0,1131031,-1,9100059,1,1667,-1,-1,-1,54,,,
3200007,방탄조끼,11,0,0,1,1,12,0,2,1,1,2,14,0,0,0,0,0,0,1131032,-1,9100060,1,500,-1,-1,-1,18,,,
3200008,검도 갑,12,0,0,1,1,12,0,2,1,1,2,18,0,0,0,0,0,0,1131033,-1,9100061,1,100,-1,-1,-1,6,,,
3200009,포수프로텍터,13,0,0,1,1,12,0,2,1,1,2,22,0,0,0,0,0,0,1131034,-1,9100062,1,33,-1,-1,-1,2,,,
3200010,트레이닝복,14,0,0,1,1,12,0,2,1,1,2,26,0,0,0,0,0,0,1131035,-1,9100063,1,17,-1,-1,-1,1,,,
3200011,길리슈츠,10,0,0,1,1,12,0,4,1,1,2,10,0,0,0,0,0,0,1131056,-1,9100064,1,1667,-1,-1,-1,54,,,
3200012,얼룩위장복,11,0,0,1,1,12,0,4,1,1,2,14,0,0,0,0,0,0,1131057,-1,9100065,1,500,-1,-1,-1,18,,,
3200013,헌팅 조끼,12,0,0,1,1,12,0,4,1,1,2,18,0,0,0,0,0,0,1131058,-1,9100066,1,100,-1,-1,-1,6,,,
3200014,검은 정장,13,0,0,1,1,12,0,4,1,1,2,22,0,0,0,0,0,0,1131059,-1,9100067,1,33,-1,-1,-1,2,,,
3200015,면티,14,0,0,1,1,12,0,4,1,1,2,26,0,0,0,0,0,0,1131060,-1,9100068,1,17,-1,-1,-1,1,,,
3200016,왕의 로브,10,0,0,1,1,12,0,3,1,1,2,10,0,0,0,0,0,0,1131081,-1,9100069,1,1667,-1,-1,-1,54,,,
3200017,마녀의 옷,11,0,0,1,1,12,0,3,1,1,2,14,0,0,0,0,0,0,1131082,-1,9100070,1,500,-1,-1,-1,18,,,
3200018,마법사 로브,12,0,0,1,1,12,0,3,1,1,2,18,0,0,0,0,0,0,1131083,-1,9100071,1,100,-1,-1,-1,6,,,
3200019,호구와트풍교복,13,0,0,1,1,12,0,3,1,1,2,22,0,0,0,0,0,0,1131084,-1,9100072,1,33,-1,-1,-1,2,,,
3200020,홈즈 로브,14,0,0,1,1,12,0,3,1,1,2,26,0,0,0,0,0,0,1131085,-1,9100073,1,17,-1,-1,-1,1,,,
3200021,사제복,10,0,0,1,1,12,0,5,1,1,2,10,0,0,0,0,0,0,1131106,-1,9100074,1,1667,-1,-1,-1,54,,,
3200022,방역복,11,0,0,1,1,12,0,5,1,1,2,14,0,0,0,0,0,0,1131107,-1,9100075,1,500,-1,-1,-1,18,,,
3200023,간호복,12,0,0,1,1,12,0,5,1,1,2,18,0,0,0,0,0,0,1131108,-1,9100076,1,100,-1,-1,-1,6,,,
3200024,앞치마,13,0,0,1,1,12,0,5,1,1,2,22,0,0,0,0,0,0,1131109,-1,9100077,1,33,-1,-1,-1,2,,,
3200025,몸빼바지,14,0,0,1,1,12,0,5,1,1,2,26,0,0,0,0,0,0,1131110,-1,9100078,1,17,-1,-1,-1,1,,,
3300001,레이저용접기,10,0,0,1,1,13,0,1,1,1,2,9,0,0,0,0,0,0,1131011,-1,9100079,1,1667,-1,-1,-1,54,,,
3300002,경찰방패,11,0,0,1,1,13,0,1,1,1,2,13,0,0,0,0,0,0,1131012,-1,9100080,1,500,-1,-1,-1,18,,,
3300003,럭비공,12,0,0,1,1,13,0,1,1,1,2,17,0,0,0,0,0,0,1131013,-1,9100081,1,100,-1,-1,-1,6,,,
3300004,경광봉,13,0,0,1,1,13,0,1,1,1,2,21,0,0,0,0,0,0,1131014,-1,9100082,1,33,-1,-1,-1,2,,,
3300005,자전거체인,14,0,0,1,1,13,0,1,1,1,2,25,0,0,0,0,0,0,1131015,-1,9100083,1,17,-1,-1,-1,1,,,
3300006,광선검,10,0,0,1,1,13,0,2,1,1,2,9,0,0,0,0,0,0,1131036,-1,9100084,1,1667,-1,-1,-1,54,,,
3300007,샷건,11,0,0,1,1,13,0,2,1,1,2,13,0,0,0,0,0,0,1131037,-1,9100085,1,500,-1,-1,-1,18,,,
3300008,죽도,12,0,0,1,1,13,0,2,1,1,2,17,0,0,0,0,0,0,1131038,-1,9100086,1,100,-1,-1,-1,6,,,
3300009,야구배트,13,0,0,1,1,13,0,2,1,1,2,21,0,0,0,0,0,0,1131039,-1,9100087,1,33,-1,-1,-1,2,,,
3300010,너클,14,0,0,1,1,13,0,2,1,1,2,25,0,0,0,0,0,0,1131040,-1,9100088,1,17,-1,-1,-1,1,,,
3300011,바렛트M82,10,0,0,1,1,13,0,4,1,1,2,9,0,0,0,0,0,0,1131061,-1,9100089,1,1667,-1,-1,-1,54,,,
3300012,M4 소총,11,0,0,1,1,13,0,4,1,1,2,13,0,0,0,0,0,0,1131062,-1,9100090,1,500,-1,-1,-1,18,,,
3300013,사냥총,12,0,0,1,1,13,0,4,1,1,2,17,0,0,0,0,0,0,1131063,-1,9100091,1,100,-1,-1,-1,6,,,
3300014,권총(글록),13,0,0,1,1,13,0,4,1,1,2,21,0,0,0,0,0,0,1131064,-1,9100092,1,33,-1,-1,-1,2,,,
3300015,슬링샷(새총),14,0,0,1,1,13,0,4,1,1,2,25,0,0,0,0,0,0,1131065,-1,9100093,1,17,-1,-1,-1,1,,,
3300016,왕홀,10,0,0,1,1,13,0,3,1,1,2,9,0,0,0,0,0,0,1131086,-1,9100094,1,1667,-1,-1,-1,54,,,
3300017,마법빗자루,11,0,0,1,1,13,0,3,1,1,2,13,0,0,0,0,0,0,1131087,-1,9100095,1,500,-1,-1,-1,18,,,
3300018,마법지팡이,12,0,0,1,1,13,0,3,1,1,2,17,0,0,0,0,0,0,1131088,-1,9100096,1,100,-1,-1,-1,6,,,
3300019,매직완드,13,0,0,1,1,13,0,3,1,1,2,21,0,0,0,0,0,0,1131089,-1,9100097,1,33,-1,-1,-1,2,,,
3300020,돋보기,14,0,0,1,1,13,0,3,1,1,2,25,0,0,0,0,0,0,1131090,-1,9100098,1,17,-1,-1,-1,1,,,
3300021,경전,10,0,0,1,1,13,0,5,1,1,2,9,0,0,0,0,0,0,1131111,-1,9100099,1,1667,-1,-1,-1,54,,,
3300022,백신키트,11,0,0,1,1,13,0,5,1,1,2,13,0,0,0,0,0,0,1131112,-1,9100100,1,500,-1,-1,-1,18,,,
3300023,주사기,12,0,0,1,1,13,0,5,1,1,2,17,0,0,0,0,0,0,1131113,-1,9100101,1,100,-1,-1,-1,6,,,
3300024,프라이팬,13,0,0,1,1,13,0,5,1,1,2,21,0,0,0,0,0,0,1131114,-1,9100102,1,33,-1,-1,-1,2,,,
3300025,괭이,14,0,0,1,1,13,0,5,1,1,2,25,0,0,0,0,0,0,1131115,-1,9100103,1,17,-1,-1,-1,1,,,
3400001,아이언부츠,10,0,0,1,1,14,0,1,1,1,2,11,0,0,0,0,0,0,1131016,-1,9100104,1,1667,-1,-1,-1,54,,,
3400002,무릎보호슈즈,11,0,0,1,1,14,0,1,1,1,2,15,0,0,0,0,0,0,1131017,-1,9100105,1,500,-1,-1,-1,18,,,
3400003,럭비화,12,0,0,1,1,14,0,1,1,1,2,19,0,0,0,0,0,0,1131018,-1,9100106,1,100,-1,-1,-1,6,,,
3400004,안전화,13,0,0,1,1,14,0,1,1,1,2,23,0,0,0,0,0,0,1131019,-1,9100107,1,33,-1,-1,-1,2,,,
3400005,바이크신발,14,0,0,1,1,14,0,1,1,1,2,27,0,0,0,0,0,0,1131020,-1,9100108,1,17,-1,-1,-1,1,,,
3400006,스파이크슈즈,10,0,0,1,1,14,0,2,1,1,2,11,0,0,0,0,0,0,1131041,-1,9100109,1,1667,-1,-1,-1,54,,,
3400007,밀리터리슈즈,11,0,0,1,1,14,0,2,1,1,2,15,0,0,0,0,0,0,1131042,-1,9100110,1,500,-1,-1,-1,18,,,
3400008,검도 신발,12,0,0,1,1,14,0,2,1,1,2,19,0,0,0,0,0,0,1131043,-1,9100111,1,100,-1,-1,-1,6,,,
3400009,야구화,13,0,0,1,1,14,0,2,1,1,2,23,0,0,0,0,0,0,1131044,-1,9100112,1,33,-1,-1,-1,2,,,
3400010,흔한 슬리퍼,14,0,0,1,1,14,0,2,1,1,2,27,0,0,0,0,0,0,1131045,-1,9100113,1,17,-1,-1,-1,1,,,
3400011,은신부츠,10,0,0,1,1,14,0,4,1,1,2,11,0,0,0,0,0,0,1131066,-1,9100114,1,1667,-1,-1,-1,54,,,
3400012,워커슈즈,11,0,0,1,1,14,0,4,1,1,2,15,0,0,0,0,0,0,1131067,-1,9100115,1,500,-1,-1,-1,18,,,
3400013,헌팅 슈즈,12,0,0,1,1,14,0,4,1,1,2,19,0,0,0,0,0,0,1131068,-1,9100116,1,100,-1,-1,-1,6,,,
3400014,검은 구두,13,0,0,1,1,14,0,4,1,1,2,23,0,0,0,0,0,0,1131069,-1,9100117,1,33,-1,-1,-1,2,,,
3400015,운동화,14,0,0,1,1,14,0,4,1,1,2,27,0,0,0,0,0,0,1131070,-1,9100118,1,17,-1,-1,-1,1,,,
3400016,금박 장화,10,0,0,1,1,14,0,3,1,1,2,11,0,0,0,0,0,0,1131091,-1,9100119,1,1667,-1,-1,-1,54,,,
3400017,마녀의 신발,11,0,0,1,1,14,0,3,1,1,2,15,0,0,0,0,0,0,1131092,-1,9100120,1,500,-1,-1,-1,18,,,
3400018,마법사 신발,12,0,0,1,1,14,0,3,1,1,2,19,0,0,0,0,0,0,1131093,-1,9100121,1,100,-1,-1,-1,6,,,
3400019,교복신발,13,0,0,1,1,14,0,3,1,1,2,23,0,0,0,0,0,0,1131094,-1,9100122,1,33,-1,-1,-1,2,,,
3400020,로퍼,14,0,0,1,1,14,0,3,1,1,2,27,0,0,0,0,0,0,1131095,-1,9100123,1,17,-1,-1,-1,1,,,
3400021,사제신발,10,0,0,1,1,14,0,5,1,1,2,11,0,0,0,0,0,0,1131116,-1,9100124,1,1667,-1,-1,-1,54,,,
3400022,방역슈즈,11,0,0,1,1,14,0,5,1,1,2,15,0,0,0,0,0,0,1131117,-1,9100125,1,500,-1,-1,-1,18,,,
3400023,멸균화,12,0,0,1,1,14,0,5,1,1,2,19,0,0,0,0,0,0,1131118,-1,9100126,1,100,-1,-1,-1,6,,,
3400024,위생장화,13,0,0,1,1,14,0,5,1,1,2,23,0,0,0,0,0,0,1131119,-1,9100127,1,33,-1,-1,-1,2,,,
3400025,고무장화,14,0,0,1,1,14,0,5,1,1,2,27,0,0,0,0,0,0,1131120,-1,9100128,1,17,-1,-1,-1,1,,,
3500001,부스터,10,0,0,1,1,15,0,1,1,1,1,2,0,0,0,0,0,0,1131021,-1,9100129,1,1667,-1,-1,-1,54,,,
3500002,최루탄,11,0,0,1,1,15,0,1,1,1,1,3,0,0,0,0,0,0,1131022,-1,9100130,1,500,-1,-1,-1,18,,,
3500003,스포츠장갑,12,0,0,1,1,15,0,1,1,1,1,4,0,0,0,0,0,0,1131023,-1,9100131,1,100,-1,-1,-1,6,,,
3500004,목장갑,13,0,0,1,1,15,0,1,1,1,1,5,0,0,0,0,0,0,1131024,-1,9100132,1,33,-1,-1,-1,2,,,
3500005,크로스백,14,0,0,1,1,15,0,1,1,1,1,6,0,0,0,0,0,0,1131025,-1,9100133,1,17,-1,-1,-1,1,,,
3500006,스팀팩,10,0,0,1,1,15,0,2,1,1,1,2,0,0,0,0,0,0,1131046,-1,9100134,1,1667,-1,-1,-1,54,,,
3500007,군번줄,11,0,0,1,1,15,0,2,1,1,1,3,0,0,0,0,0,0,1131047,-1,9100135,1,500,-1,-1,-1,18,,,
3500008,검도 호완,12,0,0,1,1,15,0,2,1,1,1,4,0,0,0,0,0,0,1131048,-1,9100136,1,100,-1,-1,-1,6,,,
3500009,포수글러브,13,0,0,1,1,15,0,2,1,1,1,5,0,0,0,0,0,0,1131049,-1,9100137,1,33,-1,-1,-1,2,,,
3500010,편의점봉투,14,0,0,1,1,15,0,2,1,1,1,6,0,0,0,0,0,0,1131050,-1,9100138,1,17,-1,-1,-1,1,,,
3500011,저격스코프,10,0,0,1,1,15,0,4,1,1,1,2,0,0,0,0,0,0,1131071,-1,9100139,1,1667,-1,-1,-1,54,,,
3500012,무전기,11,0,0,1,1,15,0,4,1,1,1,3,0,0,0,0,0,0,1131072,-1,9100140,1,500,-1,-1,-1,18,,,
3500013,사냥개,12,0,0,1,1,15,0,4,1,1,1,4,0,0,0,0,0,0,1131073,-1,9100141,1,100,-1,-1,-1,6,,,
3500014,선글라스,13,0,0,1,1,15,0,4,1,1,1,5,0,0,0,0,0,0,1131074,-1,9100142,1,33,-1,-1,-1,2,,,
3500015,쇠구슬,14,0,0,1,1,15,0,4,1,1,1,6,0,0,0,0,0,0,1131075,-1,9100143,1,17,-1,-1,-1,1,,,
3500016,왕의 반지,10,0,0,1,1,15,0,3,1,1,1,2,0,0,0,0,0,0,1131096,-1,9100144,1,1667,-1,-1,-1,54,,,
3500017,고양이인형,11,0,0,1,1,15,0,3,1,1,1,3,0,0,0,0,0,0,1131097,-1,9100145,1,500,-1,-1,-1,18,,,
3500018,마법책,12,0,0,1,1,15,0,3,1,1,1,4,0,0,0,0,0,0,1131098,-1,9100146,1,100,-1,-1,-1,6,,,
3500019,달걀,13,0,0,1,1,15,0,3,1,1,1,5,0,0,0,0,0,0,1131099,-1,9100147,1,33,-1,-1,-1,2,,,
3500020,외눈안경,14,0,0,1,1,15,0,3,1,1,1,6,0,0,0,0,0,0,1131100,-1,9100148,1,17,-1,-1,-1,1,,,
3500021,성수병,10,0,0,1,1,15,0,5,1,1,1,2,0,0,0,0,0,0,1131121,-1,9100149,1,1667,-1,-1,-1,54,,,
3500022,산소통,11,0,0,1,1,15,0,5,1,1,1,3,0,0,0,0,0,0,1131122,-1,9100150,1,500,-1,-1,-1,18,,,
3500023,마스크,12,0,0,1,1,15,0,5,1,1,1,4,0,0,0,0,0,0,1131123,-1,9100151,1,100,-1,-1,-1,6,,,
3500024,양념통,13,0,0,1,1,15,0,5,1,1,1,5,0,0,0,0,0,0,1131124,-1,9100152,1,33,-1,-1,-1,2,,,
3500025,모종삽,14,0,0,1,1,15,0,5,1,1,1,6,0,0,0,0,0,0,1131125,-1,9100153,1,17,-1,-1,-1,1,,,
3600001,기본 벽지,99,5,0,1,4,23,0,0,0,0,3,10,0,0,0,0,0,0,1132001,99002,9100001,1,1,-1,-1,0,-1,W_00_0_1,Wall,
3600002,기본 바닥,99,5,0,1,4,24,0,0,0,0,3,10,0,0,0,0,0,0,1132002,99003,9100001,1,1,-1,-1,0,-1,F_00_0_1,Floor,
3600101,마루바닥,23,5,0,9999999,4,24,0,0,0,0,3,10,0,0,0,0,0,0,1132003,1136,9100001,1,50,-1,-1,0,-1,F_01_0_1,Floor,
3600102,키높이 의자,24,5,0,9999999,4,21,0,0,0,0,3,5,3,2,0,0,0,0,1132004,-1,9100001,1,17,3,2,0,-1,F_01_2_1,Furniture,1.22_1.22_1
3600103,아일랜드,20,5,0,9999999,4,21,0,0,0,0,3,100,3,2,0,0,0,0,1132005,-1,9100001,1,1667,11,3,0,-1,F_01_2_2,Furniture,1.22_1.22_1
3600104,음식 테이블,21,5,0,9999999,4,21,0,0,0,0,3,50,3,2,0,0,0,0,1132006,-1,9100001,1,833,13,6,0,-1,F_01_2_3,Furniture,1.22_1.22_1
3600105,풍선 묶음,24,5,0,9999999,4,21,0,0,0,0,3,5,3,2,0,0,0,0,1132007,-1,9100001,1,17,3,4,0,-1,F_01_2_4,Furniture,1.25_1.25_1
3600106,쇼파,21,5,0,9999999,4,21,0,0,0,0,3,50,3,2,0,0,0,0,1132008,-1,9100001,1,833,8,4,0,-1,F_01_2_5,Furniture,1.2_1.2_1
3600107,폭신한 방석,24,5,0,9999999,4,21,0,0,0,0,3,5,3,2,0,0,0,0,1132009,-1,9100001,1,17,5,5,0,-1,F_01_2_6,Furniture,1.2_1.2_1
3600108,파티 플래그,22,5,0,9999999,4,21,0,0,0,0,3,30,3,3,0,0,0,0,1132010,-1,9100001,1,83,-1,-1,0,-1,F_01_3_1,FloorBoard,
3600109,파티벽지,23,5,0,9999999,4,23,0,0,0,0,3,10,0,0,0,0,0,0,1132011,-1,9100001,1,50,-1,-1,0,-1,W_01_0_1,Wall,
3600110,창문(야경),22,5,0,9999999,4,22,0,0,0,0,3,30,3,1,0,0,0,0,1132012,-1,9100001,1,83,20,8,0,-1,W_01_1_1,Prop,1.58_1.43_1
3600111,즉석사진,24,5,0,9999999,4,22,0,0,0,0,3,5,3,2,0,0,0,0,1132013,-1,9100001,1,17,4,4,0,-1,W_01_2_1,Prop,1.45_1.45_1
3600112,커튼,22,5,0,9999999,4,22,0,0,0,0,3,30,3,3,0,0,0,0,1132014,-1,9100001,1,83,22,1,u_2,-1,W_01_3_1,Prop,1.43_1.43_1
3600113,벽선반,23,5,0,9999999,4,22,0,0,0,0,3,10,3,3,0,0,0,0,1132015,-1,9100001,1,50,5,4,0,-1,W_01_3_2,Prop,1.43_1.43_1
3600114,풍선 꾸러미,24,5,0,9999999,4,22,0,0,0,0,3,5,3,4,0,0,0,0,1132016,-1,9100001,1,17,3,3,u_8,-1,W_01_4_1,Prop,1.45_1.45_1
3600115,벽걸이 조명,23,5,0,9999999,4,22,0,0,0,0,3,10,3,6,0,0,0,0,1132017,-1,9100001,1,50,-1,-1,0,-1,W_01_6_1,Ceiling,
3600201,글램핑 벽지,23,5,0,9999999,4,23,0,0,0,0,3,10,0,0,0,0,0,0,1132018,-1,9100001,1,50,-1,-1,0,-1,W_02_0_1,Wall,
3600202,글램핑 창문1,24,5,0,9999999,4,22,0,0,0,0,3,5,3,1,0,0,0,0,1132019,-1,9100001,1,17,8,6,0,-1,W_02_1_1,Prop,1.43_1.43_1
3600203,글램핑 창문2,24,5,0,9999999,4,22,0,0,0,0,3,5,3,1,0,0,0,0,1132020,-1,9100001,1,17,8,6,0,-1,W_02_1_2,Prop,1.43_1.43_1
3600204,글램핑 액자,24,5,0,9999999,4,22,0,0,0,0,3,5,3,2,0,0,0,0,1132021,-1,9100001,1,17,4,3,0,-1,W_02_2_1,Prop,1.43_1.43_1
3600205,글램핑 바닥,23,5,0,9999999,4,24,0,0,0,0,3,10,0,0,0,0,0,0,1132022,-1,9100001,1,50,-1,-1,0,-1,F_02_0_1,Floor,
3600206,글램핑 러그 카페트,24,5,0,9999999,4,21,0,0,0,0,3,5,3,1,0,0,0,0,1132023,-1,9100001,1,17,11,7,0,-1,F_02_1_1,Rug,1.23_1.23_1
3600207,글램핑 소형 테이블,24,5,0,9999999,4,21,0,0,0,0,3,5,3,2,0,0,0,0,1132024,-1,9100001,1,17,6,4,0,-1,F_02_2_1,Furniture,1.24_1.24_1
3600208,글램핑 소파,21,5,0,9999999,4,21,0,0,0,0,3,50,3,2,0,0,0,0,1132025,-1,9100001,1,833,4,3,0,-1,F_02_2_3,Furniture,1.24_1.24_1
3600209,글램핑 서랍장,23,5,0,9999999,4,21,0,0,0,0,3,10,3,2,0,0,0,0,1132026,-1,9100001,1,50,6,2,0,-1,F_02_2_4,Furniture,1.24_1.24_1
3600210,글램핑 침대,22,5,0,9999999,4,21,0,0,0,0,3,30,3,2,0,0,0,0,1132027,-1,9100001,1,83,10,6,0,-1,F_02_2_5,Furniture,1.24_1.24_1
3600211,스탠드형 에어컨,23,5,0,9999999,4,21,0,0,0,0,3,10,3,2,0,0,0,0,1132028,-1,9100001,1,50,3,2,0,-1,F_02_2_6,Furniture,1.24_1.24_1
3600212,글램핑 싱크대,21,5,0,9999999,4,21,0,0,0,0,3,50,3,2,0,0,0,0,1132029,-1,9100001,1,833,8,3,0,-1,F_02_2_7,Furniture,1.24_1.24_1
3600213,미니 냉장고,22,5,0,9999999,4,21,0,0,0,0,3,30,3,2,0,0,0,0,1132030,-1,9100001,1,83,4,3,0,-1,F_02_2_8,Furniture,1.11_1.11_1
3600214,바비큐 그릴,22,5,0,9999999,4,21,0,0,0,0,3,30,3,2,0,0,0,0,1132031,-1,9100001,1,83,3,3,0,-1,F_02_2_9,Furniture,1.24_1.24_1
3600215,글램핑 텐트(밖),20,5,0,9999999,4,21,0,0,0,0,3,100,3,3,0,0,0,0,1132032,-1,9100001,1,1667,-1,-1,0,-1,F_02_3_1,FloorBoard,
3600301,카페 벽,23,5,0,9999999,4,23,0,0,0,0,3,10,0,0,0,0,0,0,1132033,-1,9100001,1,50,-1,-1,0,-1,W_03_0_1,Wall,
3600302,메뉴판 1,24,5,0,9999999,4,22,0,0,0,0,3,5,3,1,0,0,0,0,1132034,-1,9100001,1,17,10,4,0,-1,W_03_1_1,Prop,1.43_1.43_1
3600303,메뉴판 2,24,5,0,9999999,4,22,0,0,0,0,3,5,3,1,0,0,0,0,1132035,-1,9100001,1,17,10,4,0,-1,W_03_1_2,Prop,1.43_1.43_1
