7500020,3100025,1,0.3,0.7,3100024,1,0.1,0.9,3100023,1,0.01,0.99,3100022,1,0.005,0.995
7500021,3000002,50,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500022,3200005,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500023,3200005,1,0.3,0.7,3200004,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500024,3200005,1,0.3,0.7,3200004,1,0.1,0.9,3200003,1,0.01,0.99,-1,-1,-1,-1
7500025,3200005,1,0.3,0.7,3200004,1,0.1,0.9,3200003,1,0.01,0.99,3200002,1,0.005,0.995
7500026,3200010,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500027,3200010,1,0.3,0.7,3200009,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500028,3200010,1,0.3,0.7,3200009,1,0.1,0.9,3200008,1,0.01,0.99,-1,-1,-1,-1
7500029,3200010,1,0.3,0.7,3200009,1,0.1,0.9,3200008,1,0.01,0.99,3200007,1,0.005,0.995
7500030,3200015,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500031,3200015,1,0.3,0.7,3200014,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500032,3200015,1,0.3,0.7,3200014,1,0.1,0.9,3200013,1,0.01,0.99,-1,-1,-1,-1
7500033,3200015,1,0.3,0.7,3200014,1,0.1,0.9,3200013,1,0.01,0.99,3200012,1,0.005,0.995
7500034,3200020,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500035,3200020,1,0.3,0.7,3200019,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500036,3200020,1,0.3,0.7,3200019,1,0.1,0.9,3200018,1,0.01,0.99,-1,-1,-1,-1
7500037,3200020,1,0.3,0.7,3200019,1,0.1,0.9,3200018,1,0.01,0.99,3200017,1,0.005,0.995
7500038,3200025,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500039,3200025,1,0.3,0.7,3200024,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500040,3200025,1,0.3,0.7,3200024,1,0.1,0.9,3200023,1,0.01,0.99,-1,-1,-1,-1
7500041,3000002,60,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500042,3200025,1,0.3,0.7,3200024,1,0.1,0.9,3200023,1,0.01,0.99,3200022,1,0.005,0.995
7500043,3300005,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500044,3300005,1,0.3,0.7,3300004,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500045,3300005,1,0.3,0.7,3300004,1,0.1,0.9,3300003,1,0.01,0.99,-1,-1,-1,-1
7500046,3300005,1,0.3,0.7,3300004,1,0.1,0.9,3300003,1,0.01,0.99,3300002,1,0.005,0.995
7500047,3300010,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500048,3300010,1,0.3,0.7,3300009,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500049,3300010,1,0.3,0.7,3300009,1,0.1,0.9,3300008,1,0.01,0.99,-1,-1,-1,-1
7500050,3300010,1,0.3,0.7,3300009,1,0.1,0.9,3300008,1,0.01,0.99,3300007,1,0.005,0.995
7500051,3300015,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500052,3300015,1,0.3,0.7,3300014,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500053,3300015,1,0.3,0.7,3300014,1,0.1,0.9,3300013,1,0.01,0.99,-1,-1,-1,-1
7500054,3300015,1,0.3,0.7,3300014,1,0.1,0.9,3300013,1,0.01,0.99,3300012,1,0.005,0.995
7500055,3300020,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500056,3300020,1,0.3,0.7,3300019,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500057,3300020,1,0.3,0.7,3300019,1,0.1,0.9,3300018,1,0.01,0.99,-1,-1,-1,-1
7500058,3300020,1,0.3,0.7,3300019,1,0.1,0.9,3300018,1,0.01,0.99,3300017,1,0.005,0.995
7500059,3300025,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500060,3300025,1,0.3,0.7,3300024,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500061,3000002,70,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500062,3300025,1,0.3,0.7,3300024,1,0.1,0.9,3300023,1,0.01,0.99,-1,-1,-1,-1
7500063,3300025,1,0.3,0.7,3300024,1,0.1,0.9,3300023,1,0.01,0.99,3300022,1,0.005,0.995
7500064,3400005,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500065,3400005,1,0.3,0.7,3400004,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500066,3400005,1,0.3,0.7,3400004,1,0.1,0.9,3400003,1,0.01,0.99,-1,-1,-1,-1
7500067,3400005,1,0.3,0.7,3400004,1,0.1,0.9,3400003,1,0.01,0.99,3400002,1,0.005,0.995
7500068,3400010,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500069,3400010,1,0.3,0.7,3400009,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500070,3400010,1,0.3,0.7,3400009,1,0.1,0.9,3400008,1,0.01,0.99,-1,-1,-1,-1
7500071,3000002,100,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500072,3100019,1,0.3,0.7,3100018,1,0.1,0.9,3100017,1,0.01,0.99,3100016,1,0.005,0.995
7500073,3100024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500074,3100024,1,0.3,0.7,3100023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500075,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,-1,-1,-1,-1
7500076,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,3100021,1,0.005,0.995
7500077,3200004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500078,3200004,1,0.3,0.7,3200003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500079,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,-1,-1,-1,-1
7500080,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,3200001,1,0.005,0.995
7500081,3200009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500082,3200009,1,0.3,0.7,3200008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500083,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,-1,-1,-1,-1
7500084,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,3200006,1,0.005,0.995
7500085,3200014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500086,3200014,1,0.3,0.7,3200013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7500087,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,-1,-1,-1,-1
7500088,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,3200011,1,0.005,0.995
7500089,3200019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7500090,3200019,1,0.3,0.7,3200018,1,0.1,0.9,1000723,1,0.03,0.97,-1,-1,-1,-1
7510001,3400010,1,0.3,0.7,3400009,1,0.1,0.9,3400008,1,0.01,0.99,3400007,1,0.005,0.995
7510002,3400015,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510003,3400015,1,0.3,0.7,3400014,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510004,3400015,1,0.3,0.7,3400014,1,0.1,0.9,3400013,1,0.01,0.99,-1,-1,-1,-1
7510005,3400015,1,0.3,0.7,3400014,1,0.1,0.9,3400013,1,0.01,0.99,3400012,1,0.005,0.995
7510006,3400020,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510007,3400020,1,0.3,0.7,3400019,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510008,3400020,1,0.3,0.7,3400019,1,0.1,0.9,3400018,1,0.01,0.99,-1,-1,-1,-1
7510009,3400020,1,0.3,0.7,3400019,1,0.1,0.9,3400018,1,0.01,0.99,3400017,1,0.005,0.995
7510010,3400025,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510011,3000002,60,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510012,3400025,1,0.3,0.7,3400024,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510013,3400025,1,0.3,0.7,3400024,1,0.1,0.9,3400023,1,0.01,0.99,-1,-1,-1,-1
7510014,3400025,1,0.3,0.7,3400024,1,0.1,0.9,3400023,1,0.01,0.99,3400022,1,0.005,0.995
7510015,3500005,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510016,3500005,1,0.3,0.7,3500004,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510017,3500005,1,0.3,0.7,3500004,1,0.1,0.9,3500003,1,0.01,0.99,-1,-1,-1,-1
7510018,3500005,1,0.3,0.7,3500004,1,0.1,0.9,3500003,1,0.01,0.99,3500002,1,0.005,0.995
7510019,3500010,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510020,3500010,1,0.3,0.7,3500009,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510021,3500010,1,0.3,0.7,3500009,1,0.1,0.9,3500008,1,0.01,0.99,-1,-1,-1,-1
7510022,3500010,1,0.3,0.7,3500009,1,0.1,0.9,3500008,1,0.01,0.99,3500007,1,0.005,0.995
7510023,3500015,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510024,3500015,1,0.3,0.7,3500014,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510025,3500015,1,0.3,0.7,3500014,1,0.1,0.9,3500013,1,0.01,0.99,-1,-1,-1,-1
7510026,3500015,1,0.3,0.7,3500014,1,0.1,0.9,3500013,1,0.01,0.99,3500012,1,0.005,0.995
7510027,3500020,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510028,3500020,1,0.3,0.7,3500019,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510029,3500020,1,0.3,0.7,3500019,1,0.1,0.9,3500018,1,0.01,0.99,-1,-1,-1,-1
7510030,3500020,1,0.3,0.7,3500019,1,0.1,0.9,3500018,1,0.01,0.99,3500017,1,0.005,0.995
7510031,3000002,70,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510032,3500025,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510033,3500025,1,0.3,0.7,3500024,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510034,3500025,1,0.3,0.7,3500024,1,0.1,0.9,3500023,1,0.01,0.99,-1,-1,-1,-1
7510035,3500025,1,0.3,0.7,3500024,1,0.1,0.9,3500023,1,0.01,0.99,3500022,1,0.005,0.995
7510036,3100004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510037,3100004,1,0.3,0.7,3100003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510038,3100004,1,0.3,0.7,3100003,1,0.1,0.9,3100002,1,0.01,0.99,-1,-1,-1,-1
7510039,3100004,1,0.3,0.7,3100003,1,0.1,0.9,3100002,1,0.01,0.99,3100001,1,0.005,0.995
7510040,3100009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510041,3100009,1,0.3,0.7,3100008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510042,3100009,1,0.3,0.7,3100008,1,0.1,0.9,3100007,1,0.01,0.99,-1,-1,-1,-1
7510043,3100009,1,0.3,0.7,3100008,1,0.1,0.9,3100007,1,0.01,0.99,3100006,1,0.005,0.995
7510044,3100014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510045,3100014,1,0.3,0.7,3100013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510046,3100014,1,0.3,0.7,3100013,1,0.1,0.9,3100012,1,0.01,0.99,-1,-1,-1,-1
7510047,3100014,1,0.3,0.7,3100013,1,0.1,0.9,3100012,1,0.01,0.99,3100011,1,0.005,0.995
7510048,3100019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510049,3100019,1,0.3,0.7,3100018,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510050,3100019,1,0.3,0.7,3100018,1,0.1,0.9,3100017,1,0.01,0.99,-1,-1,-1,-1
7510051,3000002,80,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510052,3100019,1,0.3,0.7,3100018,1,0.1,0.9,3100017,1,0.01,0.99,3100016,1,0.005,0.995
7510053,3100024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510054,3100024,1,0.3,0.7,3100023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510055,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,-1,-1,-1,-1
7510056,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,3100021,1,0.005,0.995
7510057,3200004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510058,3200004,1,0.3,0.7,3200003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510059,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,-1,-1,-1,-1
7510060,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,3200001,1,0.005,0.995
7510061,3200009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510062,3200009,1,0.3,0.7,3200008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510063,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,-1,-1,-1,-1
7510064,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,3200006,1,0.005,0.995
7510065,3200014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510066,3200014,1,0.3,0.7,3200013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510067,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,-1,-1,-1,-1
7510068,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,3200011,1,0.005,0.995
7510069,3200019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510070,3200019,1,0.3,0.7,3200018,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510071,3000002,150,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510072,3100019,1,0.3,0.7,3100018,1,0.1,0.9,3100017,1,0.01,0.99,3100016,1,0.005,0.995
7510073,3100024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510074,3100024,1,0.3,0.7,3100023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510075,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,-1,-1,-1,-1
7510076,3100024,1,0.3,0.7,3100023,1,0.1,0.9,3100022,1,0.01,0.99,3100021,1,0.005,0.995
7510077,3200004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510078,3200004,1,0.3,0.7,3200003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510079,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,-1,-1,-1,-1
7510080,3200004,1,0.3,0.7,3200003,1,0.1,0.9,3200002,1,0.01,0.99,3200001,1,0.005,0.995
7510081,3200009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510082,3200009,1,0.3,0.7,3200008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510083,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,-1,-1,-1,-1
7510084,3200009,1,0.3,0.7,3200008,1,0.1,0.9,3200007,1,0.01,0.99,3200006,1,0.005,0.995
7510085,3200014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510086,3200014,1,0.3,0.7,3200013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7510087,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,-1,-1,-1,-1
7510088,3200014,1,0.3,0.7,3200013,1,0.1,0.9,3200012,1,0.01,0.99,3200011,1,0.005,0.995
7510089,3200019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7510090,3200019,1,0.3,0.7,3200018,1,0.1,0.9,1000723,1,0.03,0.97,-1,-1,-1,-1
7520001,3000002,50,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520002,3200019,1,0.3,0.7,3200018,1,0.1,0.9,3200017,1,0.01,0.99,-1,-1,-1,-1
7520003,3200019,1,0.3,0.7,3200018,1,0.1,0.9,3200017,1,0.01,0.99,3200016,1,0.005,0.995
7520004,3200024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520005,3200024,1,0.3,0.7,3200023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520006,3200024,1,0.3,0.7,3200023,1,0.1,0.9,3200022,1,0.01,0.99,-1,-1,-1,-1
7520007,3200024,1,0.3,0.7,3200023,1,0.1,0.9,3200022,1,0.01,0.99,3200021,1,0.005,0.995
7520008,3300004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520009,3300004,1,0.3,0.7,3300003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520010,3300004,1,0.3,0.7,3300003,1,0.1,0.9,3300002,1,0.01,0.99,-1,-1,-1,-1
7520011,3300004,1,0.3,0.7,3300003,1,0.1,0.9,3300002,1,0.01,0.99,3300001,1,0.005,0.995
7520012,3300009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520013,3300009,1,0.3,0.7,3300008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520014,3300009,1,0.3,0.7,3300008,1,0.1,0.9,3300007,1,0.01,0.99,-1,-1,-1,-1
7520015,3300009,1,0.3,0.7,3300008,1,0.1,0.9,3300007,1,0.01,0.99,3300006,1,0.005,0.995
7520016,3300014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520017,3300014,1,0.3,0.7,3300013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520018,3300014,1,0.3,0.7,3300013,1,0.1,0.9,3300012,1,0.01,0.99,-1,-1,-1,-1
7520019,3300014,1,0.3,0.7,3300013,1,0.1,0.9,3300012,1,0.01,0.99,3300011,1,0.005,0.995
7520020,3300019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520021,3000002,80,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520022,3300019,1,0.3,0.7,3300018,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520023,3300019,1,0.3,0.7,3300018,1,0.1,0.9,3300017,1,0.01,0.99,-1,-1,-1,-1
7520024,3300019,1,0.3,0.7,3300018,1,0.1,0.9,3300017,1,0.01,0.99,3300016,1,0.005,0.995
7520025,3300024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520026,3300024,1,0.3,0.7,3300023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520027,3300024,1,0.3,0.7,3300023,1,0.1,0.9,3300022,1,0.01,0.99,-1,-1,-1,-1
7520028,3300024,1,0.3,0.7,3300023,1,0.1,0.9,3300022,1,0.01,0.99,3300021,1,0.005,0.995
7520029,3400004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520030,3400004,1,0.3,0.7,3400003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520031,3400004,1,0.3,0.7,3400003,1,0.1,0.9,3400002,1,0.01,0.99,-1,-1,-1,-1
7520032,3400004,1,0.3,0.7,3400003,1,0.1,0.9,3400002,1,0.01,0.99,3400001,1,0.005,0.995
7520033,3400009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520034,3400009,1,0.3,0.7,3400008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520035,3400009,1,0.3,0.7,3400008,1,0.1,0.9,3400007,1,0.01,0.99,-1,-1,-1,-1
7520036,3400009,1,0.3,0.7,3400008,1,0.1,0.9,3400007,1,0.01,0.99,3400006,1,0.005,0.995
7520037,3400014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520038,3400014,1,0.3,0.7,3400013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520039,3400014,1,0.3,0.7,3400013,1,0.1,0.9,3400012,1,0.01,0.99,-1,-1,-1,-1
7520040,3400014,1,0.3,0.7,3400013,1,0.1,0.9,3400012,1,0.01,0.99,3400011,1,0.005,0.995
7520041,3000002,90,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520042,3400019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520043,3400019,1,0.3,0.7,3400018,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520044,3400019,1,0.3,0.7,3400018,1,0.1,0.9,3400017,1,0.01,0.99,-1,-1,-1,-1
7520045,3400019,1,0.3,0.7,3400018,1,0.1,0.9,3400017,1,0.01,0.99,3400016,1,0.005,0.995
7520046,3400024,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520047,3400024,1,0.3,0.7,3400023,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520048,3400024,1,0.3,0.7,3400023,1,0.1,0.9,3400022,1,0.01,0.99,-1,-1,-1,-1
7520049,3400024,1,0.3,0.7,3400023,1,0.1,0.9,3400022,1,0.01,0.99,3400021,1,0.005,0.995
7520050,3500004,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520051,3500004,1,0.3,0.7,3500003,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520052,3500004,1,0.3,0.7,3500003,1,0.1,0.9,3500002,1,0.01,0.99,-1,-1,-1,-1
7520053,3500004,1,0.3,0.7,3500003,1,0.1,0.9,3500002,1,0.01,0.99,3500001,1,0.005,0.995
7520054,3500009,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520055,3500009,1,0.3,0.7,3500008,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520056,3500009,1,0.3,0.7,3500008,1,0.1,0.9,3500007,1,0.01,0.99,-1,-1,-1,-1
7520057,3500009,1,0.3,0.7,3500008,1,0.1,0.9,3500007,1,0.01,0.99,3500006,1,0.005,0.995
7520058,3500014,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520059,3500014,1,0.3,0.7,3500013,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520060,3500014,1,0.3,0.7,3500013,1,0.1,0.9,3500012,1,0.01,0.99,-1,-1,-1,-1
7520061,3000002,100,0.001,0.999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520062,3500014,1,0.3,0.7,3500013,1,0.1,0.9,3500012,1,0.01,0.99,3500011,1,0.005,0.995
7520063,3500019,1,0.3,0.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7520064,3500019,1,0.3,0.7,3500018,1,0.1,0.9,-1,-1,-1,-1,-1,-1,-1,-1
7520065,3500019,1,0.3,0.7,3500018,1,0.1,0.9,3500017,1,0.01,0.99,-1,-1,-1,-1
7520066,3500019,1,0.3,0.7,3500018,1,0.1,0.9,3500017,1,0.01,0.99,3500016,1,0.005,0.995
