5002002,5102001,2,매우어려운두번째,몰라몰라,몰라몰라,몰라몰라,3500020,-1,-1,-1,1000025,40
5002003,5102001,3,매우어려운세번쨰,몰라몰라,몰라몰라,몰라몰라,3400008,3500005,-1,-1,1000039,60
5002004,5102001,4,매우어려운네번쨰,몰라몰라,몰라몰라,몰라몰라,3400024,3500020,-1,-1,1000011,80
5002005,5102001,5,매우어려운다섯번째,몰라몰라,몰라몰라,몰라몰라,3500020,3500020,-1,-1,1000025,100
5002006,5102001,6,매우어려운여섯번째,몰라몰라,몰라몰라,몰라몰라,3500020,-1,-1,-1,1000039,120
5002007,5102001,7,매우어려운일곱번째,몰라몰라,몰라몰라,몰라몰라,3400008,-1,-1,-1,1000011,140
5002008,5102001,8,매우어려운여덟번째,몰라몰라,몰라몰라,몰라몰라,1000025,-1,-1,-1,1000025,160
5002009,5102001,9,매우어려운아홉번째,몰라몰라,몰라몰라,몰라몰라,3500005,-1,-1,-1,1000039,180
5002010,5102001,10,매우어려운열번째,몰라몰라,몰라몰라,몰라몰라,1000011,-1,-1,-1,1000048,200
5000011,5100002,1,첫번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000039,220
5000012,5100002,2,두번째,알아알아,알아알아,알아알아,3400008,-1,-1,-1,1000011,240
5000013,5100002,3,세번쨰,알아알아,알아알아,알아알아,1000025,-1,-1,-1,1000025,260
5000014,5100002,4,네번쨰,알아알아,알아알아,알아알아,3500005,-1,-1,-1,1000039,280
5000015,5100002,5,다섯번째,알아알아,알아알아,알아알아,1000011,-1,-1,-1,1000048,300
5000016,5100002,6,여섯번째,알아알아,알아알아,알아알아,3400024,3400008,3500005,3500020,1000011,320
5000017,5100002,7,일곱번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000025,340
5000018,5100002,8,여덟번째,알아알아,알아알아,알아알아,3400008,3500005,-1,-1,1000039,360
5000019,5100002,9,아홉번째,알아알아,알아알아,알아알아,3400024,3500020,-1,-1,1000011,380
5000020,5100002,10,열번째,알아알아,알아알아,알아알아,3500020,3500020,-1,-1,1000025,400
5001011,5101002,1,어려운첫번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000039,220
5001012,5101002,2,어려운두번째,알아알아,알아알아,알아알아,3400008,-1,-1,-1,1000011,240
5001013,5101002,3,어려운세번쨰,알아알아,알아알아,알아알아,1000025,-1,-1,-1,1000025,260
5001014,5101002,4,어려운네번쨰,알아알아,알아알아,알아알아,3500005,-1,-1,-1,1000039,280
5001015,5101002,5,어려운다섯번째,알아알아,알아알아,알아알아,1000011,-1,-1,-1,1000048,300
5001016,5101002,6,어려운여섯번째,알아알아,알아알아,알아알아,3400024,3400008,3500005,3500020,1000011,320
5001017,5101002,7,어려운일곱번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000025,340
5001018,5101002,8,어려운여덟번째,알아알아,알아알아,알아알아,3400008,3500005,-1,-1,1000039,360
5001019,5101002,9,어려운아홉번째,알아알아,알아알아,알아알아,3400024,3500020,-1,-1,1000011,380
5001020,5101002,10,어려운열번째,알아알아,알아알아,알아알아,3500020,3500020,-1,-1,1000025,400
5002011,5102002,1,매우어려운첫번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000039,220
5002012,5102002,2,매우어려운두번째,알아알아,알아알아,알아알아,3400008,-1,-1,-1,1000011,240
5002013,5102002,3,매우어려운세번쨰,알아알아,알아알아,알아알아,1000025,-1,-1,-1,1000025,260
5002014,5102002,4,매우어려운네번쨰,알아알아,알아알아,알아알아,3500005,-1,-1,-1,1000039,280
5002015,5102002,5,매우어려운다섯번째,알아알아,알아알아,알아알아,1000011,-1,-1,-1,1000048,300
5002016,5102002,6,매우어려운여섯번째,알아알아,알아알아,알아알아,3400024,3400008,3500005,3500020,1000011,320
5002017,5102002,7,매우어려운일곱번째,알아알아,알아알아,알아알아,3500020,-1,-1,-1,1000025,340
5002018,5102002,8,매우어려운여덟번째,알아알아,알아알아,알아알아,3400008,3500005,-1,-1,1000039,360
5002019,5102002,9,매우어려운아홉번째,알아알아,알아알아,알아알아,3400024,3500020,-1,-1,1000011,380
5002020,5102002,10,매우어려운열번째,알아알아,알아알아,알아알아,3500020,3500020,-1,-1,1000025,400
